자치구,연도,성별,심폐지구력,근력,평균BMI,1~2등급비율,3등급비율,4~5등급비율
도봉구,2020,남,0.2223381879036302,0.3839133746319843,21.530555555555555,46.73060156931125,42.05172914850334,11.21766928218541
도봉구,2020,여,-0.42913550517471427,-1.0317314147253087,20.574358974358972,58.96637608966376,36.83063511830635,4.202988792029888
도봉구,2022,남,0.12152400886262299,-0.9518016356350508,22.669444444444444,35.96358118361153,47.132018209408194,16.904400606980275
도봉구,2022,여,-0.6698463694763181,-0.723239667688013,21.005128205128205,49.5740498034076,43.152031454783746,7.273918741808651
도봉구,2023,남,0.22458947109932895,-1.161947784013902,22.433333333333334,39.68454258675079,44.06940063091483,16.246056782334385
도봉구,2023,여,-0.2673769657361663,-0.47688194545894125,20.997435897435896,52.62803234501347,40.902964959568735,6.46900269541779
도봉구,2024,남,-0.3070238999939072,-0.567592048221509,22.36111111111111,42.943345625209524,40.96547100234663,16.091183372443847
도봉구,2024,여,-0.950482278815479,-0.17535753054294648,20.943589743589744,56.42701525054466,37.218591140159766,6.3543936092955695
도봉구,2025,남,-0.09421488285839802,-0.6596535269332279,22.393939393939394,43.43874954561978,39.25845147219193,17.302798982188293
도봉구,2025,여,-1.0222937119652902,-0.5262173500976023,20.880555555555556,56.126787785079244,36.56745264785466,7.3057595670661
동대문구,2016,남,-0.556948780154111,1.206309052595265,21.575000000000003,53.34209949594565,40.03944773175542,6.618452772298926
동대문구,2016,여,0.2903311397714648,0.6613198949142629,20.887179487179488,62.08354052710094,35.604177026355046,2.3122824465440077
동대문구,2017,남,-0.28708512823016236,0.585683788936425,21.852777777777778,51.54282893112811,41.249074302641326,7.208096766230561
동대문구,2017,여,-1.0535675947482197,0.21149983452215404,20.943589743589744,61.384783798576905,35.90585659551177,2.70935960591133
동대문구,2018,남,-0.7090825835730628,0.0596860255906842,22.01111111111111,48.36109618484686,42.315959161741,9.322944653412144
동대문구,2018,여,-0.8080974789088552,0.3833984887278939,20.98205128205128,59.06585436611547,37.19176095155207,3.742384682332463
동대문구,2019,남,-0.9236608338210205,-0.3230026785581883,21.955555555555556,50.0,41.95108077360637,8.048919226393629
동대문구,2019,여,-0.8738889294293777,1.0849532926932055,21.094871794871796,63.26080100914538,34.27940712708924,2.459791863765374
동대문구,2020,남,-0.19153164265955513,-0.2537715678366579,22.116666666666667,47.50300842358604,44.163658243080626,8.333333333333332
동대문구,2020,여,-0.9233914860033833,0.2711092573548152,21.105128205128207,59.35846560846561,37.235449735449734,3.4060846560846563
동대문구,2021,남,-0.3754579287463134,-0.03949203426933673,23.400000000000002,39.37823834196891,43.523316062176164,17.098445595854923
동대문구,2021,여,-2.9974029085268787,-0.8344714435083981,17.075,45.63758389261745,40.26845637583892,14.093959731543624
동대문구,2022,남,-1.1619925338196875,0.6684580820134878,23.227777777777778,34.35273159144893,49.82185273159145,15.82541567695962
동대문구,2022,여,-1.4110795135794005,0.9220401067747294,21.41025641025641,48.29864552362075,42.48430789560621,9.217046580773044
동대문구,2023,남,-0.40764732684468286,0.6733416349507841,22.669444444444444,43.97590361445783,41.83734939759036,14.186746987951807
동대문구,2023,여,-0.0045488084117736305,1.020792932984903,21.076923076923077,54.99488578247528,37.265598363450394,7.739515854074326
동대문구,2024,남,-0.43645978552751485,-0.2625558365580516,22.180555555555557,45.07916796026079,40.70164545172307,14.219186588016145
동대문구,2024,여,-0.48706184302428207,0.019293992598526804,20.96666666666667,56.64819944598338,36.56509695290859,6.786703601108034
동대문구,2025,남,-0.8778944925620397,0.30595342375113477,22.26388888888889,44.3331246086412,40.67000626174077,14.996869129618034
동대문구,2025,여,-0.7028134755977126,0.44418530509861326,20.828205128205127,57.67309064953604,34.475374732334046,7.851534618129907
동작구,2016,남,0.37857435070407647,0.8754298358090905,21.490909090909092,49.6478164620648,41.37653451398672,8.97564902394848
동작구,2016,여,-0.0746701237919077,0.6883377184482987,20.782926829268295,65.73256840247132,30.38393645189762,3.8834951456310676
동작구,2017,남,0.009960782205562615,0.08274167484948987,21.57111111111111,51.22426868905742,39.436619718309856,9.339111592632719
동작구,2017,여,0.5389985885294174,0.025937208466323452,20.88095238095238,69.71814020717899,26.644182124789207,3.6376776680317997
동작구,2018,남,-0.17349283548751615,0.5802648237182768,21.72,49.685534591194966,40.071877807726864,10.242587601078167
동작구,2018,여,-0.402856360155239,0.0674299938013812,20.964285714285715,65.67012921205979,30.985558652140867,3.344312135799341
동작구,2019,남,0.18448608675464287,0.560425424323705,21.917777777777776,48.80416765332702,40.800378877575184,10.395453469097799
동작구,2019,여,0.24519974547497553,0.04978215286442452,20.76666666666667,66.10169491525424,30.69385593220339,3.204449152542373
동작구,2020,남,-0.4697558636811984,0.975359914544911,21.77111111111111,49.04252673464312,42.3526485948769,8.60482467047998
동작구,2020,여,0.6983070354648047,1.1212381523771942,20.678571428571427,65.62671045429667,31.2807881773399,3.092501368363437
동작구,2021,남,0.05691480180161459,0.8429598321325691,21.5,45.294117647058826,39.11764705882353,15.588235294117647
동작구,2021,여,0.24072224581495708,0.9052045525457982,20.366666666666664,59.171597633136095,33.53057199211045,7.297830374753452
동작구,2022,남,-0.4500061810211393,0.9384416570620702,22.755555555555556,41.991450842343475,41.46341463414634,16.545134523510182
동작구,2022,여,-0.5517422261185,0.47956853098244273,20.866666666666667,50.2596653202539,41.431044431621466,8.30929024812464
동작구,2023,남,-0.5842683437186784,0.4520743016840112,22.464444444444442,43.31761006289308,40.88050314465409,15.80188679245283
동작구,2023,여,-0.20564247537256997,0.6252607901885701,20.802380952380954,58.32832230907997,36.04930847865304,5.622369212266987
동작구,2024,남,-0.9403750114140019,0.14527405615146294,22.25777777777778,46.27156371730663,38.14691151919866,15.581524763494714
